code,sym,name,market,market_label,board
601833,601833.SH,601833.SH,1,SH,沪主板
601858,601858.SH,601858.SH,1,SH,沪主板
601864,601864.SH,601864.SH,1,SH,沪主板
601879,601879.SH,601879.SH,1,SH,沪主板
601889,601889.SH,601889.SH,1,SH,沪主板
601891,601891.SH,601891.SH,1,SH,沪主板
601926,601926.SH,601926.SH,1,SH,沪主板
601944,601944.SH,601944.SH,1,SH,沪主板
601997,601997.SH,601997.SH,1,SH,沪主板
603001,603001.SH,603001.SH,1,SH,沪主板
603054,603054.SH,603054.SH,1,SH,沪主板
603058,603058.SH,603058.SH,1,SH,沪主板
603070,603070.SH,603070.SH,1,SH,沪主板
603081,603081.SH,603081.SH,1,SH,沪主板
603088,603088.SH,603088.SH,1,SH,沪主板
603126,603126.SH,603126.SH,1,SH,沪主板
603142,603142.SH,603142.SH,1,SH,沪主板
603247,603247.SH,603247.SH,1,SH,沪主板
603275,603275.SH,603275.SH,1,SH,沪主板
603303,603303.SH,603303.SH,1,SH,沪主板
603353,603353.SH,603353.SH,1,SH,沪主板
603393,603393.SH,603393.SH,1,SH,沪主板
603413,603413.SH,603413.SH,1,SH,沪主板
603427,603427.SH,603427.SH,1,SH,沪主板
603448,603448.SH,603448.SH,1,SH,沪主板
603517,603517.SH,603517.SH,1,SH,沪主板
603538,603538.SH,603538.SH,1,SH,沪主板
603545,603545.SH,603545.SH,1,SH,沪主板
603550,603550.SH,603550.SH,1,SH,沪主板
603552,603552.SH,603552.SH,1,SH,沪主板
603610,603610.SH,603610.SH,1,SH,沪主板
603627,603627.SH,603627.SH,1,SH,沪主板
603642,603642.SH,603642.SH,1,SH,沪主板
603656,603656.SH,603656.SH,1,SH,沪主板
603675,603675.SH,603675.SH,1,SH,沪主板
603714,603714.SH,603714.SH,1,SH,沪主板
603729,603729.SH,603729.SH,1,SH,沪主板
603747,603747.SH,603747.SH,1,SH,沪主板
603759,603759.SH,603759.SH,1,SH,沪主板
603776,603776.SH,603776.SH,1,SH,沪主板
603842,603842.SH,603842.SH,1,SH,沪主板
603909,603909.SH,603909.SH,1,SH,沪主板
603934,603934.SH,603934.SH,1,SH,沪主板
603967,603967.SH,603967.SH,1,SH,沪主板
605023,605023.SH,605023.SH,1,SH,沪主板
605028,605028.SH,605028.SH,1,SH,沪主板
605029,605029.SH,605029.SH,1,SH,沪主板
605046,605046.SH,605046.SH,1,SH,沪主板
605093,605093.SH,605093.SH,1,SH,沪主板
605098,605098.SH,605098.SH,1,SH,沪主板
605149,605149.SH,605149.SH,1,SH,沪主板
605228,605228.SH,605228.SH,1,SH,沪主板
605284,605284.SH,605284.SH,1,SH,沪主板
605287,605287.SH,605287.SH,1,SH,沪主板
605364,605364.SH,605364.SH,1,SH,沪主板
605381,605381.SH,605381.SH,1,SH,沪主板
605399,605399.SH,605399.SH,1,SH,沪主板
605452,605452.SH,605452.SH,1,SH,沪主板
605483,605483.SH,605483.SH,1,SH,沪主板
605499,605499.SH,605499.SH,1,SH,沪主板
605542,605542.SH,605542.SH,1,SH,沪主板
605583,605583.SH,605583.SH,1,SH,沪主板
605652,605652.SH,605652.SH,1,SH,沪主板
605728,605728.SH,605728.SH,1,SH,沪主板
605807,605807.SH,605807.SH,1,SH,沪主板
605822,605822.SH,605822.SH,1,SH,沪主板
605889,605889.SH,605889.SH,1,SH,沪主板
605911,605911.SH,605911.SH,1,SH,沪主板
605915,605915.SH,605915.SH,1,SH,沪主板
605921,605921.SH,605921.SH,1,SH,沪主板
605945,605945.SH,605945.SH,1,SH,沪主板
605951,605951.SH,605951.SH,1,SH,沪主板
605957,605957.SH,605957.SH,1,SH,沪主板
605981,605981.SH,605981.SH,1,SH,沪主板
688202,688202.SH,688202.SH,1,SH,科创板
688203,688203.SH,688203.SH,1,SH,科创板
688220,688220.SH,688220.SH,1,SH,科创板
688242,688242.SH,688242.SH,1,SH,科创板
688283,688283.SH,688283.SH,1,SH,科创板
688301,688301.SH,688301.SH,1,SH,科创板
688327,688327.SH,688327.SH,1,SH,科创板
688332,688332.SH,688332.SH,1,SH,科创板
688347,688347.SH,688347.SH,1,SH,科创板
688356,688356.SH,688356.SH,1,SH,科创板
688421,688421.SH,688421.SH,1,SH,科创板
688434,688434.SH,688434.SH,1,SH,科创板
688453,688453.SH,688453.SH,1,SH,科创板
688474,688474.SH,688474.SH,1,SH,科创板
688475,688475.SH,688475.SH,1,SH,科创板
688541,688541.SH,688541.SH,1,SH,科创板
688543,688543.SH,688543.SH,1,SH,科创板
688592,688592.SH,688592.SH,1,SH,科创板
688627,688627.SH,688627.SH,1,SH,科创板
688635,688635.SH,688635.SH,1,SH,科创板
688724,688724.SH,688724.SH,1,SH,科创板
688800,688800.SH,688800.SH,1,SH,科创板
688817,688817.SH,688817.SH,1,SH,科创板
688869,688869.SH,688869.SH,1,SH,科创板
688919,688919.SH,688919.SH,1,SH,科创板
688922,688922.SH,688922.SH,1,SH,科创板
688976,688976.SH,688976.SH,1,SH,科创板
688986,688986.SH,688986.SH,1,SH,科创板
689019,689019.SH,689019.SH,1,SH,科创板
689083,689083.SH,689083.SH,1,SH,科创板
689121,689121.SH,689121.SH,1,SH,科创板
689122,689122.SH,689122.SH,1,SH,科创板
689125,689125.SH,689125.SH,1,SH,科创板
689126,689126.SH,689126.SH,1,SH,科创板
689160,689160.SH,689160.SH,1,SH,科创板
689172,689172.SH,689172.SH,1,SH,科创板
689182,689182.SH,689182.SH,1,SH,科创板
689194,689194.SH,689194.SH,1,SH,科创板
689204,689204.SH,689204.SH,1,SH,科创板
689314,689314.SH,689314.SH,1,SH,科创板
689318,689318.SH,689318.SH,1,SH,科创板
689322,689322.SH,689322.SH,1,SH,科创板
689360,689360.SH,689360.SH,1,SH,科创板
689383,689383.SH,689383.SH,1,SH,科创板
689399,689399.SH,689399.SH,1,SH,科创板
689410,689410.SH,689410.SH,1,SH,科创板
689442,689442.SH,689442.SH,1,SH,科创板
689465,689465.SH,689465.SH,1,SH,科创板
689527,689527.SH,689527.SH,1,SH,科创板
689536,689536.SH,689536.SH,1,SH,科创板
689589,689589.SH,689589.SH,1,SH,科创板
689603,689603.SH,689603.SH,1,SH,科创板
689614,689614.SH,689614.SH,1,SH,科创板
689655,689655.SH,689655.SH,1,SH,科创板
689674,689674.SH,689674.SH,1,SH,科创板
689695,689695.SH,689695.SH,1,SH,科创板
689698,689698.SH,689698.SH,1,SH,科创板
689722,689722.SH,689722.SH,1,SH,科创板
689778,689778.SH,689778.SH,1,SH,科创板
689848,689848.SH,689848.SH,1,SH,科创板
689884,689884.SH,689884.SH,1,SH,科创板
689887,689887.SH,689887.SH,1,SH,科创板
689931,689931.SH,689931.SH,1,SH,科创板
689962,689962.SH,689962.SH,1,SH,科创板
000031,000031.SZ,000031.SZ,0,SZ,深主板
000051,000051.SZ,000051.SZ,0,SZ,深主板
000064,000064.SZ,000064.SZ,0,SZ,深主板
000075,000075.SZ,000075.SZ,0,SZ,深主板
000082,000082.SZ,000082.SZ,0,SZ,深主板
000105,000105.SZ,000105.SZ,0,SZ,深主板
000141,000141.SZ,000141.SZ,0,SZ,深主板
000144,000144.SZ,000144.SZ,0,SZ,深主板
000193,000193.SZ,000193.SZ,0,SZ,深主板
000209,000209.SZ,000209.SZ,0,SZ,深主板
000218,000218.SZ,000218.SZ,0,SZ,深主板
000219,000219.SZ,000219.SZ,0,SZ,深主板
000232,000232.SZ,000232.SZ,0,SZ,深主板
000233,000233.SZ,000233.SZ,0,SZ,深主板
000244,000244.SZ,000244.SZ,0,SZ,深主板
000399,000399.SZ,000399.SZ,0,SZ,深主板
000408,000408.SZ,000408.SZ,0,SZ,深主板
000481,000481.SZ,000481.SZ,0,SZ,深主板
000504,000504.SZ,000504.SZ,0,SZ,深主板
000538,000538.SZ,000538.SZ,0,SZ,深主板
000578,000578.SZ,000578.SZ,0,SZ,深主板
000612,000612.SZ,000612.SZ,0,SZ,深主板
000628,000628.SZ,000628.SZ,0,SZ,深主板
000636,000636.SZ,000636.SZ,0,SZ,深主板
000677,000677.SZ,000677.SZ,0,SZ,深主板
000692,000692.SZ,000692.SZ,0,SZ,深主板
000706,000706.SZ,000706.SZ,0,SZ,深主板
000728,000728.SZ,000728.SZ,0,SZ,深主板
000881,000881.SZ,000881.SZ,0,SZ,深主板
000886,000886.SZ,000886.SZ,0,SZ,深主板
000906,000906.SZ,000906.SZ,0,SZ,深主板
000943,000943.SZ,000943.SZ,0,SZ,深主板
000991,000991.SZ,000991.SZ,0,SZ,深主板
001016,001016.SZ,001016.SZ,0,SZ,深主板
001054,001054.SZ,001054.SZ,0,SZ,深主板
001088,001088.SZ,001088.SZ,0,SZ,深主板
001115,001115.SZ,001115.SZ,0,SZ,深主板
001134,001134.SZ,001134.SZ,0,SZ,深主板
001155,001155.SZ,001155.SZ,0,SZ,深主板
001181,001181.SZ,001181.SZ,0,SZ,深主板
001183,001183.SZ,001183.SZ,0,SZ,深主板
001206,001206.SZ,001206.SZ,0,SZ,深主板
001253,001253.SZ,001253.SZ,0,SZ,深主板
001322,001322.SZ,001322.SZ,0,SZ,深主板
001405,001405.SZ,001405.SZ,0,SZ,深主板
001427,001427.SZ,001427.SZ,0,SZ,深主板
001452,001452.SZ,001452.SZ,0,SZ,深主板
001490,001490.SZ,001490.SZ,0,SZ,深主板
001495,001495.SZ,001495.SZ,0,SZ,深主板
001537,001537.SZ,001537.SZ,0,SZ,深主板
001566,001566.SZ,001566.SZ,0,SZ,深主板
001613,001613.SZ,001613.SZ,0,SZ,深主板
001681,001681.SZ,001681.SZ,0,SZ,深主板
001711,001711.SZ,001711.SZ,0,SZ,深主板
001738,001738.SZ,001738.SZ,0,SZ,深主板
001767,001767.SZ,001767.SZ,0,SZ,深主板
001804,001804.SZ,001804.SZ,0,SZ,深主板
001815,001815.SZ,001815.SZ,0,SZ,深主板
001835,001835.SZ,001835.SZ,0,SZ,深主板
001937,001937.SZ,001937.SZ,0,SZ,深主板
001966,001966.SZ,001966.SZ,0,SZ,深主板
001967,001967.SZ,001967.SZ,0,SZ,深主板
001999,001999.SZ,001999.SZ,0,SZ,深主板
002003,002003.SZ,002003.SZ,0,SZ,中小板
002011,002011.SZ,002011.SZ,0,SZ,中小板
002031,002031.SZ,002031.SZ,0,SZ,中小板
002056,002056.SZ,002056.SZ,0,SZ,中小板
002057,002057.SZ,002057.SZ,0,SZ,中小板
002082,002082.SZ,002082.SZ,0,SZ,中小板
002100,002100.SZ,002100.SZ,0,SZ,中小板
002105,002105.SZ,002105.SZ,0,SZ,中小板
002123,002123.SZ,002123.SZ,0,SZ,中小板
002124,002124.SZ,002124.SZ,0,SZ,中小板
002136,002136.SZ,002136.SZ,0,SZ,中小板
002148,002148.SZ,002148.SZ,0,SZ,中小板
002193,002193.SZ,002193.SZ,0,SZ,中小板
002195,002195.SZ,002195.SZ,0,SZ,中小板
002228,002228.SZ,002228.SZ,0,SZ,中小板
002277,002277.SZ,002277.SZ,0,SZ,中小板
002284,002284.SZ,002284.SZ,0,SZ,中小板
002348,002348.SZ,002348.SZ,0,SZ,中小板
002354,002354.SZ,002354.SZ,0,SZ,中小板
002402,002402.SZ,002402.SZ,0,SZ,中小板
002412,002412.SZ,002412.SZ,0,SZ,中小板
002432,002432.SZ,002432.SZ,0,SZ,中小板
002539,002539.SZ,002539.SZ,0,SZ,中小板
002543,002543.SZ,002543.SZ,0,SZ,中小板
002575,002575.SZ,002575.SZ,0,SZ,中小板
002726,002726.SZ,002726.SZ,0,SZ,中小板
002736,002736.SZ,002736.SZ,0,SZ,中小板
002795,002795.SZ,002795.SZ,0,SZ,中小板
002841,002841.SZ,002841.SZ,0,SZ,中小板
002897,002897.SZ,002897.SZ,0,SZ,中小板
002919,002919.SZ,002919.SZ,0,SZ,中小板
002989,002989.SZ,002989.SZ,0,SZ,中小板
003035,003035.SZ,003035.SZ,0,SZ,中小板
003067,003067.SZ,003067.SZ,0,SZ,中小板
003074,003074.SZ,003074.SZ,0,SZ,中小板
003080,003080.SZ,003080.SZ,0,SZ,中小板
003128,003128.SZ,003128.SZ,0,SZ,中小板
003136,003136.SZ,003136.SZ,0,SZ,中小板
003197,003197.SZ,003197.SZ,0,SZ,中小板
003226,003226.SZ,003226.SZ,0,SZ,中小板
003245,003245.SZ,003245.SZ,0,SZ,中小板
003254,003254.SZ,003254.SZ,0,SZ,中小板
003299,003299.SZ,003299.SZ,0,SZ,中小板
003325,003325.SZ,003325.SZ,0,SZ,中小板
003327,003327.SZ,003327.SZ,0,SZ,中小板
003333,003333.SZ,003333.SZ,0,SZ,中小板
003355,003355.SZ,003355.SZ,0,SZ,中小板
003423,003423.SZ,003423.SZ,0,SZ,中小板
003482,003482.SZ,003482.SZ,0,SZ,中小板
003504,003504.SZ,003504.SZ,0,SZ,中小板
003513,003513.SZ,003513.SZ,0,SZ,中小板
003599,003599.SZ,003599.SZ,0,SZ,中小板
003623,003623.SZ,003623.SZ,0,SZ,中小板
003646,003646.SZ,003646.SZ,0,SZ,中小板
003659,003659.SZ,003659.SZ,0,SZ,中小板
003769,003769.SZ,003769.SZ,0,SZ,中小板
003785,003785.SZ,003785.SZ,0,SZ,中小板
003805,003805.SZ,003805.SZ,0,SZ,中小板
003889,003889.SZ,003889.SZ,0,SZ,中小板
003896,003896.SZ,003896.SZ,0,SZ,中小板
003933,003933.SZ,003933.SZ,0,SZ,中小板
300094,300094.SZ,300094.SZ,0,SZ,创业板
300108,300108.SZ,300108.SZ,0,SZ,创业板
300122,300122.SZ,300122.SZ,0,SZ,创业板
300149,300149.SZ,300149.SZ,0,SZ,创业板
300171,300171.SZ,300171.SZ,0,SZ,创业板
300238,300238.SZ,300238.SZ,0,SZ,创业板
300270,300270.SZ,300270.SZ,0,SZ,创业板
300303,300303.SZ,300303.SZ,0,SZ,创业板
300316,300316.SZ,300316.SZ,0,SZ,创业板
300319,300319.SZ,300319.SZ,0,SZ,创业板
300330,300330.SZ,300330.SZ,0,SZ,创业板
300337,300337.SZ,300337.SZ,0,SZ,创业板
300359,300359.SZ,300359.SZ,0,SZ,创业板
300361,300361.SZ,300361.SZ,0,SZ,创业板
300416,300416.SZ,300416.SZ,0,SZ,创业板
300432,300432.SZ,300432.SZ,0,SZ,创业板
300440,300440.SZ,300440.SZ,0,SZ,创业板
300463,300463.SZ,300463.SZ,0,SZ,创业板
300511,300511.SZ,300511.SZ,0,SZ,创业板
300531,300531.SZ,300531.SZ,0,SZ,创业板
300596,300596.SZ,300596.SZ,0,SZ,创业板
300618,300618.SZ,300618.SZ,0,SZ,创业板
300623,300623.SZ,300623.SZ,0,SZ,创业板
300652,300652.SZ,300652.SZ,0,SZ,创业板
300747,300747.SZ,300747.SZ,0,SZ,创业板
300755,300755.SZ,300755.SZ,0,SZ,创业板
300764,300764.SZ,300764.SZ,0,SZ,创业板
300783,300783.SZ,300783.SZ,0,SZ,创业板
300834,300834.SZ,300834.SZ,0,SZ,创业板
300848,300848.SZ,300848.SZ,0,SZ,创业板
300863,300863.SZ,300863.SZ,0,SZ,创业板
300869,300869.SZ,300869.SZ,0,SZ,创业板
300912,300912.SZ,300912.SZ,0,SZ,创业板
300926,300926.SZ,300926.SZ,0,SZ,创业板
300929,300929.SZ,300929.SZ,0,SZ,创业板
300946,300946.SZ,300946.SZ,0,SZ,创业板
300974,300974.SZ,300974.SZ,0,SZ,创业板
300990,300990.SZ,300990.SZ,0,SZ,创业板
300998,300998.SZ,300998.SZ,0,SZ,创业板
301059,301059.SZ,301059.SZ,0,SZ,创业板
301074,301074.SZ,301074.SZ,0,SZ,创业板
301109,301109.SZ,301109.SZ,0,SZ,创业板
301116,301116.SZ,301116.SZ,0,SZ,创业板
301130,301130.SZ,301130.SZ,0,SZ,创业板
301146,301146.SZ,301146.SZ,0,SZ,创业板
301172,301172.SZ,301172.SZ,0,SZ,创业板
301181,301181.SZ,301181.SZ,0,SZ,创业板
301235,301235.SZ,301235.SZ,0,SZ,创业板
301268,301268.SZ,301268.SZ,0,SZ,创业板
301309,301309.SZ,301309.SZ,0,SZ,创业板
301342,301342.SZ,301342.SZ,0,SZ,创业板
301348,301348.SZ,301348.SZ,0,SZ,创业板
301390,301390.SZ,301390.SZ,0,SZ,创业板
301408,301408.SZ,301408.SZ,0,SZ,创业板
301416,301416.SZ,301416.SZ,0,SZ,创业板
301441,301441.SZ,301441.SZ,0,SZ,创业板
301498,301498.SZ,301498.SZ,0,SZ,创业板
301504,301504.SZ,301504.SZ,0,SZ,创业板
301538,301538.SZ,301538.SZ,0,SZ,创业板
301623,301623.SZ,301623.SZ,0,SZ,创业板
301691,301691.SZ,301691.SZ,0,SZ,创业板
301693,301693.SZ,301693.SZ,0,SZ,创业板
301729,301729.SZ,301729.SZ,0,SZ,创业板
301732,301732.SZ,301732.SZ,0,SZ,创业板
301777,301777.SZ,301777.SZ,0,SZ,创业板
301783,301783.SZ,301783.SZ,0,SZ,创业板
301787,301787.SZ,301787.SZ,0,SZ,创业板
301832,301832.SZ,301832.SZ,0,SZ,创业板
301845,301845.SZ,301845.SZ,0,SZ,创业板
301855,301855.SZ,301855.SZ,0,SZ,创业板
301860,301860.SZ,301860.SZ,0,SZ,创业板
301863,301863.SZ,301863.SZ,0,SZ,创业板
301866,301866.SZ,301866.SZ,0,SZ,创业板
301897,301897.SZ,301897.SZ,0,SZ,创业板
301898,301898.SZ,301898.SZ,0,SZ,创业板
301960,301960.SZ,301960.SZ,0,SZ,创业板
301975,301975.SZ,301975.SZ,0,SZ,创业板
003628,003628.SZ,003628.SZ,0,SZ,中小板
689659,689659.SH,689659.SH,1,SH,科创板
002327,002327.SZ,002327.SZ,0,SZ,中小板
689092,689092.SH,689092.SH,1,SH,科创板
003707,003707.SZ,003707.SZ,0,SZ,中小板
301177,301177.SZ,301177.SZ,0,SZ,创业板
688766,688766.SH,688766.SH,1,SH,科创板
003841,003841.SZ,003841.SZ,0,SZ,中小板
605425,605425.SH,605425.SH,1,SH,沪主板
301995,301995.SZ,301995.SZ,0,SZ,创业板
689319,689319.SH,689319.SH,1,SH,科创板
689711,689711.SH,689711.SH,1,SH,科创板
605616,605616.SH,605616.SH,1,SH,沪主板
002905,002905.SZ,002905.SZ,0,SZ,中小板
002951,002951.SZ,002951.SZ,0,SZ,中小板
688842,688842.SH,688842.SH,1,SH,科创板
688697,688697.SH,688697.SH,1,SH,科创板
003912,003912.SZ,003912.SZ,0,SZ,中小板
689724,689724.SH,689724.SH,1,SH,科创板
003191,003191.SZ,003191.SZ,0,SZ,中小板
301911,301911.SZ,301911.SZ,0,SZ,创业板
001627,001627.SZ,001627.SZ,0,SZ,深主板
002452,002452.SZ,002452.SZ,0,SZ,中小板
301295,301295.SZ,301295.SZ,0,SZ,创业板
301913,301913.SZ,301913.SZ,0,SZ,创业板
603378,603378.SH,603378.SH,1,SH,沪主板
301458,301458.SZ,301458.SZ,0,SZ,创业板
002564,002564.SZ,002564.SZ,0,SZ,中小板
002210,002210.SZ,002210.SZ,0,SZ,中小板
605153,605153.SH,605153.SH,1,SH,沪主板
300571,300571.SZ,300571.SZ,0,SZ,创业板
689685,689685.SH,689685.SH,1,SH,科创板
301153,301153.SZ,301153.SZ,0,SZ,创业板
001770,001770.SZ,001770.SZ,0,SZ,深主板
603484,603484.SH,603484.SH,1,SH,沪主板
603690,603690.SH,603690.SH,1,SH,沪主板
605939,605939.SH,605939.SH,1,SH,沪主板
689295,689295.SH,689295.SH,1,SH,科创板
301973,301973.SZ,301973.SZ,0,SZ,创业板
688778,688778.SH,688778.SH,1,SH,科创板
003064,003064.SZ,003064.SZ,0,SZ,中小板
688340,688340.SH,688340.SH,1,SH,科创板
603476,603476.SH,603476.SH,1,SH,沪主板
300145,300145.SZ,300145.SZ,0,SZ,创业板
001228,001228.SZ,001228.SZ,0,SZ,深主板
605438,605438.SH,605438.SH,1,SH,沪主板
601297,601297.SH,601297.SH,1,SH,沪主板
003670,003670.SZ,003670.SZ,0,SZ,中小板
605663,605663.SH,605663.SH,1,SH,沪主板
002913,002913.SZ,002913.SZ,0,SZ,中小板
001868,001868.SZ,001868.SZ,0,SZ,深主板
001478,001478.SZ,001478.SZ,0,SZ,深主板
001932,001932.SZ,001932.SZ,0,SZ,深主板
689515,689515.SH,689515.SH,1,SH,科创板
688201,688201.SH,688201.SH,1,SH,科创板
600084,600084.SH,600084.SH,1,SH,沪主板
689977,689977.SH,689977.SH,1,SH,科创板
601592,601592.SH,601592.SH,1,SH,沪主板
003415,003415.SZ,003415.SZ,0,SZ,中小板
689566,689566.SH,689566.SH,1,SH,科创板
603903,603903.SH,603903.SH,1,SH,沪主板
002871,002871.SZ,002871.SZ,0,SZ,中小板
603494,603494.SH,603494.SH,1,SH,沪主板
688186,688186.SH,688186.SH,1,SH,科创板
688782,688782.SH,688782.SH,1,SH,科创板
605141,605141.SH,605141.SH,1,SH,沪主板
300118,300118.SZ,300118.SZ,0,SZ,创业板
003746,003746.SZ,003746.SZ,0,SZ,中小板
601091,601091.SH,601091.SH,1,SH,沪主板
688275,688275.SH,688275.SH,1,SH,科创板
600630,600630.SH,600630.SH,1,SH,沪主板
001823,001823.SZ,001823.SZ,0,SZ,深主板
000329,000329.SZ,000329.SZ,0,SZ,深主板
000225,000225.SZ,000225.SZ,0,SZ,深主板
688661,688661.SH,688661.SH,1,SH,科创板
605326,605326.SH,605326.SH,1,SH,沪主板
300889,300889.SZ,300889.SZ,0,SZ,创业板
603289,603289.SH,603289.SH,1,SH,沪主板
688288,688288.SH,688288.SH,1,SH,科创板
301187,301187.SZ,301187.SZ,0,SZ,创业板
605388,605388.SH,605388.SH,1,SH,沪主板
600231,600231.SH,600231.SH,1,SH,沪主板
601778,601778.SH,601778.SH,1,SH,沪主板
603679,603679.SH,603679.SH,1,SH,沪主板
603900,603900.SH,603900.SH,1,SH,沪主板
688750,688750.SH,688750.SH,1,SH,科创板
002672,002672.SZ,002672.SZ,0,SZ,中小板
301983,301983.SZ,301983.SZ,0,SZ,创业板
605589,605589.SH,605589.SH,1,SH,沪主板
300391,300391.SZ,300391.SZ,0,SZ,创业板
002155,002155.SZ,002155.SZ,0,SZ,中小板
601020,601020.SH,601020.SH,1,SH,沪主板
600939,600939.SH,600939.SH,1,SH,沪主板
001698,001698.SZ,001698.SZ,0,SZ,深主板
002619,002619.SZ,002619.SZ,0,SZ,中小板
001878,001878.SZ,001878.SZ,0,SZ,深主板
301473,301473.SZ,301473.SZ,0,SZ,创业板
605160,605160.SH,605160.SH,1,SH,沪主板
601179,601179.SH,601179.SH,1,SH,沪主板
603936,603936.SH,603936.SH,1,SH,沪主板
600061,600061.SH,600061.SH,1,SH,沪主板
001671,001671.SZ,001671.SZ,0,SZ,深主板
605007,605007.SH,605007.SH,1,SH,沪主板
689101,689101.SH,689101.SH,1,SH,科创板
600436,600436.SH,600436.SH,1,SH,沪主板
689307,689307.SH,689307.SH,1,SH,科创板
002251,002251.SZ,002251.SZ,0,SZ,中小板
300631,300631.SZ,300631.SZ,0,SZ,创业板
605445,605445.SH,605445.SH,1,SH,沪主板
689136,689136.SH,689136.SH,1,SH,科创板
689737,689737.SH,689737.SH,1,SH,科创板
301864,301864.SZ,301864.SZ,0,SZ,创业板
689933,689933.SH,689933.SH,1,SH,科创板
000494,000494.SZ,000494.SZ,0,SZ,深主板
688193,688193.SH,688193.SH,1,SH,科创板
600697,600697.SH,600697.SH,1,SH,沪主板
301734,301734.SZ,301734.SZ,0,SZ,创业板
300402,300402.SZ,300402.SZ,0,SZ,创业板
301605,301605.SZ,301605.SZ,0,SZ,创业板
300243,300243.SZ,300243.SZ,0,SZ,创业板
689091,689091.SH,689091.SH,1,SH,科创板
003578,003578.SZ,003578.SZ,0,SZ,中小板
601148,601148.SH,601148.SH,1,SH,沪主板
000324,000324.SZ,000324.SZ,0,SZ,深主板
688891,688891.SH,688891.SH,1,SH,科创板
605426,605426.SH,605426.SH,1,SH,沪主板
002926,002926.SZ,002926.SZ,0,SZ,中小板
603451,603451.SH,603451.SH,1,SH,沪主板
605766,605766.SH,605766.SH,1,SH,沪主板
603830,603830.SH,603830.SH,1,SH,沪主板
688746,688746.SH,688746.SH,1,SH,科创板
605772,605772.SH,605772.SH,1,SH,沪主板
603865,603865.SH,603865.SH,1,SH,沪主板
600822,600822.SH,600822.SH,1,SH,沪主板
000080,000080.SZ,000080.SZ,0,SZ,深主板
600869,600869.SH,600869.SH,1,SH,沪主板
603184,603184.SH,603184.SH,1,SH,沪主板
605997,605997.SH,605997.SH,1,SH,沪主板
600761,600761.SH,600761.SH,1,SH,沪主板
002178,002178.SZ,002178.SZ,0,SZ,中小板
605950,605950.SH,605950.SH,1,SH,沪主板
